DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
24/12/16 32,0.13909033,0.7109176,-0.018939812,0.58694535,0.560278,0.8632773,0.48480457,0.5734051,0.020262793,0.9023745,0.94966155,0.03274992,-0.004753144,0.93620366,0.9930931,-0.01883508,0.033559542,0.045755375,0.067265995,0.96923256,0.9977728,0.6510783,0.9942313,0.010442104,-0.039372575,0.760746,0.9878982,0.008298189,0.01732973,0.45897746,0.9954256,0.38770777,0.26504678,0.5518804,0.68329185,0.5455274,0.47577056,0.08009532,0.561985,0.034977097,0.31503695,0.008257808,0.5399526,1
25/12/16 03,0.11816657,0.6755869,0.2765744,0.46294525,0.62645453,0.80448234,0.5803535,0.7833214,-0.02882844,0.9841124,0.9889189,0.014162901,-0.006619335,0.9729323,0.9989559,-0.034182772,0.041017003,0.023749145,0.049910836,0.98365337,0.9996208,0.80189604,0.99990636,-0.002206565,-0.027721347,0.8701951,0.9961951,0.004973904,-0.04275622,0.64892447,0.99855334,0.067403845,0.3094902,0.56911355,0.78651625,0.6001026,0.54787815,0.1108997,0.5578519,0.1156913,0.40953296,0.08195111,0.617416,1
24/12/16 33,0.38686648,0.8621076,0.09096404,0.57558304,0.50887054,0.81026286,0.57412845,0.7968598,0.05095816,0.9891941,0.9958634,-0.009991384,-0.043058433,0.98781383,0.9992574,-0.00197525,0.040451437,0.041888323,0.049146432,0.99437934,0.9999285,0.81959057,0.9999734,0.06881871,-0.021310376,0.8967563,0.9984994,-0.023524735,-0.07591404,0.6202416,0.9983831,0.23067355,0.32181558,0.69444776,0.8365455,0.69938153,0.55654633,0.110089585,0.6035257,0.11524928,0.4002606,0.044385877,0.7643373,1
24/12/16 34,0.12797791,0.26273122,0.3065763,0.52698606,0.65994626,0.87610483,0.5198741,0.7396798,0.040076986,0.92967075,0.9468491,0.026429953,-0.044862147,0.94786364,0.9983548,-0.018339803,0.06332972,0.033120863,0.049959943,0.95950854,0.99745476,0.7666911,0.99899125,0.012076389,-0.038292978,0.858614,0.9917914,0.022432746,-0.007163132,0.67466104,0.9949527,0.38849127,0.29440346,0.4170561,0.7907294,0.4928966,0.44596884,0.08864688,0.59387565,0.10868245,0.36506653,0.007490259,0.527304,1
24/12/16 35,0.4843341,0.9000512,0.20652236,0.56424737,0.18541999,0.41082382,0.38364175,0.76958895,0.031811073,0.98489463,0.9882535,-0.029895961,0.000527054,0.9360362,0.9815407,0.022606803,0.048027687,0.004300597,0.028467247,0.9898602,0.99984103,0.77220327,0.9999876,0.058676306,-0.04570715,0.8745448,0.99460167,-0.030518707,-0.07467497,0.61037093,0.99249244,0.19235991,0.34986153,0.6809273,0.81731147,0.7443241,0.5116114,0.057643507,0.5767017,0.07958365,0.4294824,0.048666626,0.729082,1
25/12/16 04,0.75493455,0.8954239,0.27100012,0.59684354,0.33607644,0.6002771,0.4664615,0.8190263,0.035079673,0.99537027,0.99746066,-0.007587861,-0.007678626,0.9412788,0.9910287,-0.008683951,0.04914405,0.08717114,0.04745681,0.9934928,0.99996006,0.8204216,0.9999995,0.1404277,-0.08514587,0.954334,0.99847984,0.03251701,-0.097955935,0.6349136,0.96600896,0.29290554,0.347776,0.65198165,0.8676624,0.72305137,0.6368196,0.22269237,0.5803946,0.11444735,0.49222144,0.08838986,0.7209886,1
24/12/16 36,0.2525976,0.48495156,0.14690842,0.57135063,0.40939337,0.8005177,0.37080747,0.62341756,-0.013073556,0.88689643,0.92223495,0.008645948,-0.003778894,0.8952742,0.9894117,-0.023318991,0.034927387,0.008226387,0.025563674,0.9473146,0.9958176,0.68948543,0.997066,0.006753499,-0.06647961,0.774361,0.98143566,-0.01017776,0.001349036,0.6469297,0.9903844,0.46895525,0.2691611,0.5088882,0.7441282,0.51962316,0.4724071,0.098572604,0.5855847,0.08825409,0.35709074,-0.034413803,0.5100204,1
24/12/16 37,0.1640158,0.57640475,0.42902538,0.6703125,0.5810642,0.873079,0.49669424,0.7535182,-0.07002107,0.9505477,0.9577541,0.032139424,0.017293157,0.95019996,0.9975238,-0.031893205,0.039969478,0.05782606,0.06687041,0.9774104,0.9988607,0.8425837,0.9998211,0.058791336,-0.118451,0.88447696,0.9951486,0.030207409,0.024848476,0.7669099,0.99873316,0.41772053,0.40125585,0.5971418,0.8357672,0.62775224,0.53504837,0.04072056,0.66600794,0.06179076,0.47851402,0.016965771,0.5931188,1
24/12/16 38,-0.0847329,0.52493423,0.6463023,0.6788399,0.8141043,0.7856059,0.535279,0.75893223,-0.008446235,0.9810836,0.9663749,0.027550662,-0.05348378,0.9240569,0.9986474,-0.014267348,-0.012004524,-0.018139308,0.008954986,0.8651234,0.9846443,0.760668,0.9996684,0.024699073,-0.013788245,0.867192,0.98871434,0.055762187,-0.016561618,0.7826019,0.99937016,0.12621722,0.2826481,0.51238286,0.86832315,0.598579,0.51450616,0.077239975,0.5444113,0.031258833,0.56418234,-0.04011245,0.4258273,1
25/12/16 05,0.13482791,0.25407106,0.5537459,0.6174486,0.7192453,0.81767976,0.40440768,0.66268504,0.001613497,0.93428624,0.9193849,0.031464394,-0.034987364,0.8398692,0.99280906,-0.013543008,0.020147737,0.03581902,0.05705099,0.79754883,0.9666962,0.7110877,0.9976408,-0.014321622,-0.043808386,0.80556875,0.9748572,-0.010950456,-0.030908393,0.8045144,0.9964031,0.4044936,0.2949708,0.5302281,0.8083493,0.49660054,0.45765474,0.06396295,0.6111428,0.08786939,0.44397527,-0.04638088,0.4321746,1
24/12/16 39,0.0750232,0.60720575,-0.013956723,0.6904598,0.7459859,0.95587534,0.61860925,0.7455517,0.052956495,0.9228074,0.97227496,0.026403662,-0.037131928,0.96082896,0.99766344,-0.04132607,0.07510863,0.019570159,0.0922566,0.98989475,0.99958944,0.78860015,0.9983755,0.03905094,-0.05717012,0.83505434,0.9965031,-0.033323873,0.009522002,0.49782342,0.99917585,0.5577019,0.2904616,0.57233566,0.79514855,0.518831,0.49792793,0.060665373,0.6363012,0.10842208,0.34666154,0.03574978,0.62309515,1
24/12/16 40,0.046786632,-0.27681956,0.9138891,0.6777233,0.9477372,0.95522046,0.55493987,0.85475355,0.06763361,0.99533314,0.9781961,0.015128345,-0.1311258,0.945341,0.9999646,-0.02214476,0.01247884,-0.05118162,0.12767991,0.62222856,0.9671018,0.7522526,0.9999883,0.02831391,-0.04971888,0.92090553,0.9965419,0.031049013,-0.013498575,0.93506426,0.9997848,0.4458422,0.27145413,0.43387517,0.94865805,0.57080835,0.545176,0.04490191,0.6068362,-0.02771968,0.5281136,0.0742017,0.16606657,1
24/12/16 41,0.43483478,0.22293957,0.5904499,0.5705867,0.538127,0.8535104,0.5078775,0.8280391,0.017134586,0.9935218,0.99009484,0.014329965,-0.06323947,0.97554517,0.9998598,-0.026873294,0.063063815,0.015118638,-0.007882147,0.9711952,0.99960583,0.82415754,0.9999957,0.10368623,-0.037641104,0.9284075,0.9977711,0.008955937,-0.09397126,0.8752822,0.99440634,0.43567052,0.38595894,0.44696382,0.89932865,0.56401086,0.5484557,0.1291369,0.6526434,0.15008456,0.42712393,0.024512298,0.51846886,1
25/12/16 06,0.013710089,0.47696856,0.17188293,0.58389646,0.6775959,0.82158035,0.42600173,0.6428469,0.012249854,0.881322,0.925959,0.043776866,0.015073389,0.9108958,0.99278706,-0.0318136,0.010295627,0.038151912,0.003882151,0.9170168,0.9913368,0.6854719,0.99355066,0.02551578,-0.045816306,0.7999756,0.9820377,-0.028470427,-0.002514594,0.54541194,0.9932492,0.41687125,0.27668098,0.4065609,0.72128594,0.5217905,0.44100317,0.08705107,0.5512099,0.08824758,0.38857588,-0.006235795,0.4499851,1
24/12/16 42,0.17668957,0.8320554,-0.04500829,0.71631044,0.57799345,0.96273816,0.73672014,0.81058955,0.014125666,0.9573928,0.9846992,-0.030440878,0.013400496,0.98778266,0.9992648,-0.005184787,0.06679854,0.082969315,0.10238188,0.9970653,0.9999539,0.82793134,0.99973994,0.031923577,-0.04495181,0.80675995,0.9990378,0.025276845,-0.02279107,0.5531321,0.9997777,0.6185159,0.4168365,0.735525,0.8197342,0.66998917,0.53215826,0.048304472,0.69651634,0.11192795,0.43311232,0.034614652,0.707361,1
24/12/16 43,0.5533846,0.7945232,0.13179135,0.6672542,0.4523361,0.8228981,0.4665338,0.77989477,0.016563412,0.9785723,0.98819745,-0.018802227,0.025410892,0.9692945,0.9981455,0.028865494,0.014979406,0.07861258,0.039445978,0.991896,0.99985856,0.7997977,0.9999604,0.08065508,-0.089656234,0.8783066,0.9971887,-0.11653539,-0.085094534,0.66934323,0.99307,0.51206696,0.3706786,0.62161964,0.8262856,0.71339226,0.52297777,0.10815658,0.6544299,0.14742984,0.36139116,0.05252944,0.6826911,1
24/12/16 44,0.18552826,0.5555934,-0.075007066,0.6090822,0.5888558,0.945826,0.59249884,0.7061248,0.015258841,0.8325813,0.9467314,0.00579711,0.000965912,0.96059877,0.99749553,-0.015942456,0.06383765,0.036380973,0.081079364,0.986958,0.9992411,0.75832564,0.99559027,0.04632532,-0.05544992,0.7897771,0.9959718,-0.05591825,-0.017219122,0.48994198,0.9980062,0.6360894,0.2867763,0.5446683,0.75553536,0.52120775,0.45052627,0.051056195,0.61311406,0.11817429,0.3259778,0.022115897,0.60049814,1
25/12/16 07,0.302806,-0.16685121,0.8751218,0.67973113,0.9202349,0.9120661,0.3596744,0.7800541,0.022287345,0.99138445,0.96394527,0.017152451,-0.002504053,0.82976043,0.99930793,0.021712206,0.108686574,-0.012059729,0.14314306,0.3910183,0.8573342,0.6704888,0.99978256,-0.011378253,-0.03324856,0.88222194,0.97613364,-0.05677395,-0.000378222,0.8822387,0.9986147,0.3532391,0.28120053,0.45187983,0.9107473,0.4473045,0.4033352,0.16514777,0.51491684,0.08743229,0.43296114,0.05390771,0.06969635,1
24/12/16 45,0.08179664,0.43869346,0.39684528,0.4595136,0.7088448,0.87358826,0.57664764,0.73512954,-0.025964333,0.9674166,0.972781,0.02434701,-0.021131117,0.9768092,0.9995716,-0.02428475,0.059218246,0.083854534,0.02564042,0.94603944,0.99687344,0.7352123,0.99892944,0.024178343,-0.028359944,0.8753717,0.9944322,0.028465152,-0.029310783,0.71176463,0.9978439,0.20309503,0.32258493,0.53668207,0.79270047,0.50245965,0.5229972,0.052260533,0.55980796,0.10526196,0.3539257,-0.05327434,0.5194831,1
24/12/16 46,0.5840136,0.6629063,0.19945723,0.4594636,0.1467424,0.4635117,0.30710995,0.6078319,-0.034178507,0.96270645,0.9683388,-0.010760561,-0.049627677,0.8442074,0.96829885,-0.011342238,0.06381988,0.016532911,0.015895575,0.9486404,0.9975557,0.6389299,0.9998277,0.033196017,-0.06530566,0.83913916,0.9792721,0.026267331,0.001450574,0.65027654,0.909349,0.25289747,0.32949114,0.5381917,0.7435728,0.5950866,0.41656473,0.07288062,0.5611,0.111274146,0.38073295,0.04847521,0.5697907,1
24/12/16 47,0.069848515,0.34923953,0.40371937,0.43636724,0.59128815,0.74539703,0.45002484,0.62155914,-0.017372884,0.93939406,0.9315777,0.002004838,-0.015802825,0.91900337,0.9965416,0.006893994,0.009612015,0.040468693,0.056511074,0.8471329,0.9788442,0.5919869,0.9966788,0.042777766,-0.022344498,0.77434844,0.9760243,0.01854598,0.026924964,0.6427887,0.9888838,0.13938773,0.23265634,0.45215043,0.6879308,0.44802204,0.41041267,0.04560936,0.4885966,0.07593901,0.35061425,-0.022741333,0.39532146,1
25/12/16 08,0.100859284,0.57077837,0.14584431,0.46273127,0.598602,0.7433229,0.46253988,0.64080113,0.011543013,0.92140484,0.9424448,-0.009402944,0.010403451,0.9269469,0.993508,-0.007948406,0.019783324,0.035474278,0.044338074,0.93926996,0.9958149,0.6610118,0.9973182,0.0312391,-0.028380163,0.7745994,0.98252076,-0.030237854,-0.012678968,0.50811464,0.9882463,0.30883503,0.28250632,0.4525707,0.7052154,0.5131035,0.4202517,0.08226642,0.5371799,0.093015336,0.3270694,0.002235493,0.49007466,1
24/12/16 48,0.4152413,0.40350142,0.5426727,0.37474966,0.6819623,0.8355273,0.6094977,0.79337215,-0.018694326,0.987741,0.9841303,-0.007914623,-0.076338746,0.9770755,0.9997824,-0.017441649,0.06382839,0.033611994,-0.006339091,0.96312636,0.999169,0.75177425,0.99994934,0.100677036,-0.036512256,0.90649927,0.99679476,0.000617286,-0.023910359,0.8396151,0.9953828,0.28813753,0.38411257,0.55362725,0.8785478,0.5707393,0.5061554,0.06311532,0.6586005,0.12772587,0.47132415,-0.010346601,0.59988266,1
24/12/16 49,0.12110676,0.55482554,0.18558386,0.46181256,0.5229312,0.66483885,0.38985783,0.5166506,-0.020625386,0.9027553,0.93037945,0.00993596,-0.002742254,0.89632446,0.98827934,-0.000435264,0.008144507,0.011906224,0.039608918,0.9026256,0.98784107,0.60725,0.99432755,0.030665176,-0.03503968,0.72259456,0.97038895,-0.032745197,0.003505349,0.529848,0.98619604,0.24262409,0.25162733,0.47306862,0.65692145,0.5004875,0.4100071,0.049544085,0.49186823,0.097946346,0.28611973,-0.010558276,0.47029555,1
24/12/16 50,-0.12716281,0.7717947,0.2005888,0.69777757,0.8274651,0.9456562,0.62525386,0.77287245,-0.047827683,0.98146236,0.98846686,0.013441915,-0.018564649,0.986819,0.9997994,-0.028915254,0.036270212,0.04389632,0.10286271,0.9888047,0.99942654,0.8002257,0.99927163,0.024230568,-0.064292654,0.90821934,0.99849766,0.013319104,-0.008918429,0.61477196,0.9998267,0.4163006,0.3703299,0.6583154,0.83543766,0.6846885,0.5854043,0.05550313,0.66081285,0.07574936,0.41746196,-0.026281482,0.6077079,1
25/12/16 09,-0.032530125,0.25310096,0.4414407,0.54611313,0.77337873,0.88064986,0.47356793,0.7122444,-0.027252812,0.96017575,0.94604325,-0.014268115,-0.006627685,0.9372294,0.99885124,-0.00533421,-0.001682127,0.017426707,0.04207413,0.90381736,0.99144,0.7178461,0.9992068,0.021781743,-0.052402988,0.83785355,0.9892925,-0.022625815,0.020996675,0.74254805,0.9970126,0.34142905,0.29307967,0.45660153,0.76599383,0.48354495,0.48895574,0.101670906,0.60234344,0.09665677,0.38760546,-0.029680256,0.39994177,1
24/12/16 51,0.19507414,0.21023089,0.8768051,0.7546522,0.9143365,0.8952791,0.49229234,0.8927944,0.066976905,0.99698246,0.99129224,0.014588702,-0.1014236,0.9464899,0.99986637,0.06800043,0.074345924,-0.07056401,0.12042387,0.823358,0.9879544,0.8166043,0.9999945,0.011521394,-0.0761206,0.9611238,0.99714714,-0.039190043,-0.04610242,0.9277899,0.999748,0.35971293,0.27890646,0.5864219,0.9527397,0.59306026,0.5668295,0.10087575,0.6741353,0.116475254,0.5572974,-0.07452412,0.471048,1
24/12/16 52,0.41421986,-0.0517694,0.8513799,0.45104188,0.7047245,0.79227203,0.4917235,0.80099005,0.043568954,0.9962722,0.9898516,0.041059114,-0.04024768,0.9663913,0.9998954,-0.016335739,0.09021877,-0.02773595,0.057874102,0.80975115,0.9921494,0.77398884,0.9999895,0.08480819,-0.015171492,0.9295985,0.9905876,0.060883183,-0.032428883,0.9209177,0.997153,0.14089061,0.3568662,0.5336978,0.91500235,0.46194237,0.5202397,0.08122479,0.5700294,0.1583999,0.5434005,-0.061622493,0.43846157,1
24/12/16 53,0.1438501,-0.04596082,0.77613854,0.62219495,0.9334334,0.95911366,0.61226016,0.8311847,0.010800465,0.993308,0.9907064,-1.12E-05,-0.096202075,0.9752435,0.99997175,-0.030083692,0.1525271,-0.030549772,0.045861993,0.84315145,0.9869848,0.8167072,0.9998806,0.020165592,-0.062400833,0.95562696,0.9971731,-0.002033233,-0.055942006,0.9070396,0.99973273,0.42147973,0.32290462,0.5260923,0.93248194,0.49654317,0.5235946,0.06517054,0.67481536,0.09655108,0.5148951,-0.02599695,0.4060408,1
25/12/16 10,0.34871376,0.8134356,-0.14019223,0.58847904,0.46043438,0.8791259,0.5354405,0.6735851,0.04339269,0.92768914,0.97788614,-0.05697547,-0.026720153,0.9575151,0.9932463,-0.005805137,0.061577886,0.020643592,0.13048619,0.99231935,0.9997271,0.72371185,0.9987482,0.06960429,-0.040137216,0.7745767,0.99498576,-0.05013762,0.009832976,0.54349744,0.99800116,0.46432495,0.3317966,0.6722907,0.74305665,0.6293337,0.5912276,0.08630178,0.6310465,0.08096045,0.33595383,0.027814938,0.69735134,1
24/12/16 54,0.15666409,0.61392677,0.3989759,0.4909447,0.58914083,0.8744272,0.7080225,0.7683977,0.06787696,0.9778324,0.9779246,0.036892794,-0.021431025,0.98372364,0.99978536,-0.012743334,0.031040529,0.020698598,0.054645598,0.97397614,0.99911034,0.8190316,0.9998144,0.08557029,-0.06433642,0.86739826,0.99779797,-0.002178474,-0.035312463,0.7642918,0.99887264,0.21420194,0.3536144,0.5601378,0.83890367,0.5808175,0.56399643,0.015230794,0.68217623,0.08893448,0.4900532,-0.020605769,0.6204227,1
24/12/16 55,0.029073564,0.67019933,0.015054441,0.76237684,0.8500221,0.98970854,0.774618,0.767935,0.062907115,0.93251795,0.98841786,0.013602631,-0.038311154,0.9922785,0.9999056,-0.042669326,0.04056106,0.00815655,0.115734525,0.99487424,0.999874,0.7841008,0.99583447,0.04304432,-0.07146235,0.8438342,0.9993586,-0.055794463,-0.012777127,0.40120625,0.99987155,0.630669,0.31363085,0.65626484,0.8404238,0.57000065,0.49459141,0.051065873,0.6904942,0.12798814,0.44232225,0.086829334,0.5775234,1
24/12/16 56,0.3044021,0.643829,0.17002276,0.54826677,0.5769168,0.8667265,0.5414496,0.66582114,0.019044919,0.94758993,0.9717661,0.016528608,-0.021785244,0.9688014,0.9986382,-0.03636542,0.029501,0.029618269,0.07907826,0.96793133,0.99807084,0.68148166,0.9981046,0.021411331,-0.00975619,0.78781253,0.9939888,0.002121547,-0.014091652,0.60407835,0.9962794,0.3636506,0.27789265,0.5775729,0.7611649,0.60020906,0.51329345,0.1358934,0.6134673,0.08702874,0.38198343,0.024204036,0.636155,1
25/12/16 11,0.025259573,0.45164967,0.5690826,0.47035205,0.6707006,0.6953524,0.4254966,0.73496777,0.001189704,0.97145814,0.9640838,-0.006297684,-0.028014323,0.9271631,0.99766487,-0.008076943,0.0222768,-0.0046827,0.005094842,0.90249825,0.99168336,0.6950479,0.999759,0.008326687,-0.029051622,0.8659338,0.9890549,-0.080504104,-0.023664823,0.730589,0.99578166,0.16124947,0.21076319,0.44015545,0.77993125,0.54196215,0.4596599,0.07050576,0.48499668,0.09743689,0.38747057,-0.013855229,0.5003031,1
24/12/16 57,-0.035209324,0.6797957,-0.12842976,0.8135247,0.89368737,0.99513376,0.8001307,0.77958095,0.06180107,0.8873008,0.9886998,-0.024964916,-0.059297733,0.9892249,0.9995976,-0.005619249,0.040741704,0.009402623,0.13288784,0.99830085,0.9999662,0.83230525,0.9970448,0.03648622,-0.04395122,0.85357636,0.9995148,-0.009264682,0.007175433,0.21727361,0.9999545,0.7959107,0.37917185,0.6674785,0.81084555,0.56775045,0.49286282,0.036789566,0.70245415,0.1329805,0.40884277,0.09291096,0.6043303,1
24/12/16 58,-0.09036136,0.32400525,0.7202174,0.77423275,0.9593733,0.98002136,0.5964893,0.7381661,0.01623841,0.98569703,0.9815569,-0.024223847,-0.14181224,0.96267045,0.9999106,0.035634644,0.033552166,0.025113812,0.13640815,0.83628464,0.97665715,0.66428345,0.9978069,0.009134647,-0.109432854,0.90952253,0.9967007,0.036735352,0.039791547,0.7606249,0.999889,0.5172162,0.26884568,0.53641206,0.9328618,0.5448726,0.5040757,0.04679524,0.6092889,-0.007203849,0.53770053,0.038070653,0.28823188,1
24/12/16 59,0.4936502,0.7829371,0.09877839,0.53978395,0.18589969,0.77805626,0.43995625,0.6974147,-0.045577615,0.9597887,0.9720395,0.027194947,-0.009081374,0.9456589,0.9955785,-0.024458122,0.03591052,0.033824198,0.014978942,0.9816099,0.99942374,0.76406085,0.9998682,-0.014149094,-0.09376455,0.83849835,0.9943552,0.019272774,0.00558634,0.6673359,0.98844945,0.33794704,0.30895287,0.6016198,0.7834887,0.66916907,0.48530957,0.14185984,0.5978752,0.13233489,0.38314125,0.08053792,0.6547681,1
25/12/16 12,0.65953386,0.84315336,-0.007707385,0.53698367,0.17759341,0.73761487,0.39204562,0.7156576,-0.001243427,0.9792604,0.98982614,0.003299738,-0.034663748,0.96548444,0.9965553,-0.028032176,0.06850838,0.051099934,0.05009179,0.99260235,0.9998636,0.741341,0.9999363,-0.012060419,-0.053065255,0.833816,0.9960051,-0.027455738,-0.014728154,0.6431284,0.99031425,0.31463706,0.35322404,0.7221077,0.7888995,0.68672466,0.5248704,0.12381704,0.60958844,0.13798344,0.3366505,0.060271148,0.7250471,1
24/12/16 60,0.13407432,0.48366112,0.20573989,0.55509526,0.7053697,0.92301404,0.62299013,0.7366805,-0.029996097,0.9735904,0.98389506,-0.03864765,0.023042316,0.98486286,0.99969035,0.000249795,0.013249594,0.022783194,0.12351,0.9769343,0.99927735,0.76158446,0.99937284,0.05721866,-0.04345884,0.87957,0.9972176,-0.071660146,-0.012484694,0.6911576,0.99798036,0.35651958,0.29341015,0.60214573,0.8002429,0.56616336,0.4874352,0.0953,0.6608349,0.11403274,0.357374,-0.04421142,0.6102982,1
